"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
39,"sleep",0.14,4.83,33.84,33.68,5.81,0.31,8.41,0.19
34,"nosleep",0.6,18.24,30.12,28.08,89.82,1.09,80.35,-0.19
31,"sleep",4.71,16.7,32.72,31.87,0.4,-0.02,0.71,-0.99
35,"nosleep",1.16,23.21,30.49,29.54,168.22,0.93,127.93,-0.42
34,"nosleep",0.33,13.37,31.36,30.43,17.47,0.95,20.32,-0.18
35,"nosleep",0.42,15.68,31.78,30.57,0,-0.75,0.24,0.69
35,"nosleep",0.34,11.78,30.71,29.08,5.57,1,2.6,-0.31
35,"nosleep",0.29,23.26,29.79,28.71,33.77,0.81,38.21,-0.49
38,"nosleep",0.32,13.95,32.65,31.82,0.25,0.79,0.07,-0.54
39,"sleep",0.64,3.19,34.22,33.68,2.06,-0.26,5.69,-0.15
31,"nosleep",0.37,24.13,29.7,27.85,113.01,0.78,138.88,-0.54
37,"nosleep",0.47,11.78,29.75,31.42,148.15,0.95,149.85,-0.18
37,"sleep",0.22,5.84,32.04,30.73,4.8,0.51,5.85,-0.62
39,"sleep",0.46,18.92,31.91,31.79,3.63,-0.08,7.88,0
35,"nosleep",0.43,2.08,32.02,30.84,70.42,0.84,46,-0.02
39,"sleep",0.35,3.28,32.63,31.98,5.69,0.69,14.27,-0.6
30,"sleep",1.84,8.2,30.39,29.26,0,0.33,0.02,-0.01
30,"sleep",0.3,9.12,30.88,29.69,0,0.11,0.18,-0.69
38,"sleep",0.19,5.94,31.57,30.71,7.12,0.33,6.57,-0.82
24,"sleep",0.11,3.04,32.19,31.47,1.5,0.01,0,-0.04
30,"sleep",0.28,6.52,29.99,28.87,0.02,-0.13,0,0.8
31,"sleep",0.6,13.75,32.61,32.08,18.84,0.63,26.18,-0.75
35,"nosleep",0.28,11.78,31.08,29.67,29.16,1.02,35.31,-0.33
31,"nosleep",0.29,19.59,31.92,30.84,25.83,0.84,39.13,-0.44
38,"sleep",0.53,19.3,31.19,30.25,0.1,-0.66,0.48,0.79
34,"nosleep",0.21,9.46,29.49,27.35,23.25,1.08,25.22,-0.02
34,"nosleep",0.58,17.86,32.99,31.96,15.79,0.95,18.48,-0.17
38,"sleep",0,0,0,-273.15,11.5,0.47,14.31,-0.72
32,"nosleep",4.13,37.74,31.81,31.06,78.68,0.67,132.29,-0.52
39,"sleep",0.26,10.18,33,32.33,11.01,0.02,4.04,-0.88
37,"sleep",0.54,25.48,28.97,30.72,32.03,-0.01,49.21,-0.63
36,"sleep",0.4,9.46,28.37,29.11,1.25,0.13,1.33,-0.64
39,"nosleep",0.81,54.29,27.87,27.28,565.01,0.82,349.67,-0.55
31,"sleep",0.42,5.02,31.94,30.65,0.61,-0.12,7.2,-0.41
36,"sleep",0.57,5.74,30.31,31.53,0.94,-0.02,2.08,-0.33
34,"nosleep",0.2,7.14,29.97,27.94,41.3,0.97,26.04,-0.37
39,"nosleep",0.21,19.21,29.67,28.42,206.79,0.36,192.88,-0.22
37,"sleep",0.36,3.33,28.89,29.84,0.56,-0.12,2.2,-0.87
37,"sleep",0.54,4.92,31.01,32.36,12.57,-0.32,23.62,-0.09
31,"nosleep",0.06,18.82,32.27,30.91,1.61,0.46,4.55,-0.31
34,"nosleep",0.24,2.85,32.2,31.06,0.25,1.01,0.24,-0.26
30,"sleep",0.31,12.84,30.49,30.16,0,0.31,0.04,-0.79
30,"nosleep",0.35,3.96,32.29,31.32,0.41,-0.11,0.38,-0.15
36,"nosleep",0.21,20.9,27.28,28.44,70.19,0.38,51.14,-0.47
32,"nosleep",0.07,19.79,32.13,31.63,6.31,0.49,13.05,-0.75
24,"sleep",0.07,11.92,30.54,29.86,2.44,0.13,1.35,-0.79
38,"sleep",0.27,6.76,32.45,31.76,0.3,0.31,0.21,-0.94
39,"nosleep",0.45,29.78,31.29,30.51,162.2,0.58,276.96,-0.73
36,"sleep",0.43,7.67,29.19,30.33,1.28,-0.13,2.59,-1.04
39,"nosleep",0.44,16.94,32.28,31.85,99.35,0.59,97.18,-0.68
39,"nosleep",0.2,7.19,32.55,32.46,10.93,0.42,17.13,-0.53
31,"sleep",0.11,20.85,31.39,29.46,3.76,0.76,4.19,-0.38
34,"nosleep",0.56,11.63,30.21,28.33,55.98,0.97,26.05,-0.31
38,"sleep",0.27,2.12,33.86,33.09,0.05,-0.01,0.35,0.18
36,"nosleep",0.73,16.02,29.39,30.69,30.48,0.45,69.39,-0.87
39,"nosleep",0.28,49.23,27.45,28.37,499.08,0.76,288.44,-0.53
31,"sleep",0.44,8.69,31.24,30.05,0,-0.17,0.09,0.74
39,"nosleep",0.6,46.57,28.98,29.68,652.61,0.85,404.4,-0.51
38,"nosleep",0.3,14.14,32.61,31.72,0.2,0.87,0.15,-0.43
32,"sleep",0.7,12.31,32.25,31.35,3.13,-0.18,5.66,-0.25
38,"nosleep",0.25,15.25,31.44,30.31,47.49,0.91,37.7,-0.25
38,"sleep",0.33,11.78,30.57,29.82,0.22,-0.34,0.66,0.53
31,"sleep",1.95,32.53,29.04,28.65,2.63,0.55,7.86,-0.1
24,"sleep",0.15,4.25,33.69,32.82,0.09,-0.06,0,-0.8
39,"sleep",0.2,8.11,33.21,33.38,3.32,-0.12,3.22,0.72
43,"sleep",7.5,25.67,33.34,32.92,0,-0.2,0.05,0.53
39,"sleep",0.5,8.06,34.2,33.66,6.85,0.45,8.63,-0.27
36,"nosleep",0.71,12.16,32.74,33.76,46.52,0.56,50.51,-0.75
39,"sleep",0.1,1.69,34.44,33.47,1.26,0.42,7.38,-0.78
31,"nosleep",0.67,24.71,32.15,30.88,7.93,0.62,6.41,-0.38
39,"sleep",0.14,20.22,31.9,31.57,2.53,0.17,6.53,-0.88
31,"nosleep",0.27,20.08,30.45,29.52,15.42,0.48,22.78,-0.88
35,"nosleep",0.28,13.61,31.13,29.65,26.76,1.12,24.74,0.1
36,"sleep",0.42,19.26,28.43,29.59,0.89,0.16,0.27,-0.96
30,"sleep",0.29,7.82,30.71,29.48,0.09,0.11,0.17,-0.67
34,"nosleep",0.59,22.73,30.66,29.72,34.38,-0.98,55.89,-0.53
37,"sleep",0.43,10.47,28.97,29.61,1.55,0.33,0.57,-0.79
36,"sleep",0.52,5.98,30.76,31.36,0.55,-0.13,1.68,-0.99
30,"nosleep",0.18,17.28,29.46,28.17,0.09,0.26,0.13,-0.96
38,"sleep",0.32,-0.87,32.63,31.41,0.04,0.54,0.36,0.72
39,"nosleep",1.25,43.68,30.22,30.84,544.05,0.81,412.31,-0.58
37,"nosleep",0.53,22.25,29.15,31.09,167.65,0.83,218.22,-0.34
37,"nosleep",0.24,7.77,30.73,29.96,40.89,0.76,43.18,-0.49
32,"sleep",0.19,14.04,31.66,31.07,1.69,0.15,1.22,0.13
37,"sleep",0.69,29.2,26.65,28.95,0.58,0.17,1.08,0.19
37,"sleep",0.3,4.25,30.13,30.82,0.12,0.39,1.5,-0.76
37,"nosleep",0.34,13.66,29.91,31.29,33.69,0.49,51.14,-0.64
32,"sleep",0.19,18.48,33.06,31.88,0.45,0.4,0.92,0.15
24,"sleep",0.3,2.22,33.43,32.7,1.14,-0.25,0.24,-0.06
38,"sleep",0.3,12.6,30.89,29.92,0.15,-0.01,0.53,-0.25
35,"nosleep",0.57,27.75,31.13,29.78,33.54,0.71,38.12,-0.11
35,"nosleep",0.26,8.93,32.41,31.15,12.86,0.91,15.84,-0.25
37,"sleep",0.62,4.15,28.47,29.73,0.32,-0.01,1.72,-1.05
46,"nosleep",0.75,16.89,28.98,27.79,1141.2,1.02,494.41,0.24
32,"nosleep",0.14,20.12,30.46,29.52,1.53,0.4,2.29,-0.53
31,"nosleep",0.1,17.47,29.13,27.89,144.47,0.66,69.82,-0.22
37,"nosleep",0.42,12.02,29.47,30.92,57.93,0.67,72.21,-0.57
37,"sleep",0.53,20.9,28.76,30.13,9.91,0.36,0.97,-0.41
38,"nosleep",0.53,66.21,28.08,27.3,325.9,0.87,217.6,-0.36
37,"nosleep",0.36,16.75,30.05,31.93,17.2,0.5,37.43,-0.9
31,"nosleep",0.28,15.35,30.94,29.8,11.29,0.93,10.23,0.1
30,"nosleep",0.36,15.93,30.56,29.88,9.46,0.74,12.81,-0.52
39,"nosleep",0.19,64.14,28.76,29.5,883.42,0.88,476.49,-0.42
24,"sleep",0.44,3.33,33.62,32.89,1.23,-0.09,1.22,-0.58
39,"nosleep",0.29,5.41,32.23,31.08,10.97,0.91,14.21,-0.24
32,"nosleep",0.05,17.95,31.83,31.02,0.8,0.19,0.25,-0.61
39,"nosleep",0.46,16.75,32.35,32.03,68.32,0.47,67.4,-0.79
29,"nosleep",0.41,5.41,27.52,25.54,49.97,0.84,75.81,-0.46
24,"sleep",0.21,3.33,33.33,32.65,0.63,-0.06,0.2,-0.49
31,"sleep",0.1,3.38,32.18,31.36,0.77,-0.31,0.55,0.86
30,"nosleep",0.19,14.91,30.11,29.13,59.32,0.92,74.28,-0.3
29,"sleep",0.47,0.14,30.11,28.33,0.1,0.13,0.11,-0.67
39,"sleep",0.5,0.63,34.5,34.18,1.42,-0.08,4.61,0.15
24,"nosleep",1.52,20.32,32.81,32.99,1249,0.93,820.92,-0.02
43,"nosleep",3.8,28.86,30.46,29.74,154.64,0.84,78.73,0.33
29,"nosleep",0.28,6.85,28.28,26.34,69.38,0.87,63.85,-0.36
31,"nosleep",0.23,15.15,30.61,29.17,11.16,0.95,19.49,-0.21
37,"sleep",0.77,2.12,32.44,34.05,3.63,-0.04,7.51,-0.79
32,"sleep",0.25,10.76,33.86,33.91,0.07,-0.47,0,0.76
38,"sleep",0.3,7.48,32.08,31.65,0.14,-0.62,0.26,0.85
39,"nosleep",0.32,24.52,35.04,35.63,731.03,0.81,439.39,-0.44
36,"sleep",0.53,5.74,29.26,30.36,7.02,-0.08,1.82,-0.76
32,"sleep",0.17,10.76,33.19,31.75,2.68,0.56,1.01,-0.68
31,"nosleep",1.04,20.56,33.11,32.34,36.96,0.52,49.28,-0.05
38,"nosleep",1.09,57.14,27.45,27.46,1554.6,0.91,822.82,-0.37
32,"sleep",0.31,4.49,32.78,32.17,0.92,-0.17,0.68,-0.49
37,"sleep",0.57,3.19,31.49,33.06,0.93,0.04,0.1,-0.96
30,"sleep",0.29,11.44,30.86,29.6,0.02,0.34,0,0.24
38,"sleep",0.23,3.72,33.33,32.26,0.21,0.15,0.43,-0.43
38,"sleep",0.2,5.94,30.96,29.78,0.63,-0.23,1.11,0.03
31,"nosleep",0.45,25.34,30.95,30.19,11.19,0.88,14.51,-0.47
35,"nosleep",0.65,10.76,31.7,30.65,10.61,0.81,9.51,-0.45
37,"sleep",0.67,18.48,29.37,30.69,0.31,-0.59,1.7,0.87
38,"nosleep",0.42,13.51,31.26,30.54,137.38,0.69,173.76,-0.56
32,"sleep",0.15,12.79,33.3,32.51,0.76,-0.11,1.42,-0.58
32,"sleep",0.12,25.1,32.1,31.51,0.45,0.41,0.98,0.39
38,"sleep",0.28,1.16,32.33,31.93,0.24,-0.31,0.43,0.47
31,"nosleep",1.09,19.35,32.89,32,9.81,0.96,24.26,-0.28
34,"nosleep",0.2,5.55,30.48,28.64,15.65,0.99,4.26,-0.17
36,"sleep",0.36,18.92,27.11,28.68,12.99,0.15,19.85,-0.78
39,"sleep",0.69,2.65,34.58,34.27,81.28,0.11,93.72,-0.04
38,"nosleep",0.22,25.96,29.75,28.35,5.24,0.91,6.84,-0.32
32,"sleep",0.1,14.33,33.37,33.1,0.02,-0.2,0.02,0.33
39,"nosleep",0.14,12.07,31.65,30.64,12.13,0.9,14.19,-0.09
34,"nosleep",0.37,17.9,31.81,30.35,47.46,1.01,22.39,-0.37
34,"nosleep",0.44,13.18,30.75,29.28,521.33,1.11,251.45,-0.13
24,"sleep",0.06,12.45,31.37,30.79,45.93,-0.2,77.31,-0.66
37,"sleep",0.35,5.84,31.11,32.1,0.03,-0.12,0.93,-0.98
24,"nosleep",0.05,15.54,32.31,31.82,28.54,-0.13,44.84,0.53
37,"nosleep",0.28,12.55,29.82,31.27,8.74,0.48,21.68,-0.77
34,"nosleep",0.43,11.49,31.68,30.02,3.54,0.8,2.45,-0.65
37,"sleep",0.32,3.62,32.53,31.78,0.04,-0.23,0.53,0.11
24,"sleep",0.08,5.94,30.16,28.54,5.33,-0.16,0.07,-0.74
31,"sleep",0.07,23.21,30.08,28.62,1.96,0,2.38,0.78
39,"sleep",0.16,1.16,34.95,34.64,4.12,-0.2,4.7,0.17
24,"sleep",0.16,13.9,31.47,31.88,1.61,-0.9,1.5,0.55
31,"nosleep",0.15,16.02,32.37,30.63,2.24,0.32,2.53,-0.49
31,"nosleep",0.3,17.13,31.91,31.14,8.64,0.48,23.09,-1.1
32,"sleep",0.6,14.43,31.59,30.85,1.15,-0.58,2.29,0.6
32,"sleep",0.14,14.09,31.78,31.06,0.86,-0.08,1.5,-0.92
32,"sleep",0.14,19.98,30.7,29.84,3.5,-0.29,6.59,-0.61
36,"nosleep",0.7,10.91,29.93,31.53,15.05,0.42,19.61,-0.9
34,"nosleep",0.45,19.01,32.81,31.9,7.28,0.85,7.98,-0.5
39,"sleep",0.55,9.6,32.75,33.23,3.25,-0.39,8.99,0.81
35,"nosleep",0.33,15.2,31.03,29.26,1.58,1.11,4.53,-0.21
31,"nosleep",0.25,19.01,30.9,30.1,15.41,0.31,51.62,-1
36,"nosleep",0.41,16.22,29.42,30.36,11.15,0.31,16.73,-0.41
34,"nosleep",2.87,17.81,31.73,30.8,408.46,0.94,280.67,-0.39
34,"sleep",0.42,-0.43,33.44,32.28,0.09,0.05,0.22,0.29
37,"sleep",0.36,6.61,32.58,31.96,0.11,-0.16,0.17,-0.43
31,"sleep",0.04,19.93,31.13,30.18,0.82,-0.33,0.76,0.92
35,"nosleep",0.21,11.1,31.06,30.15,6.46,0.6,6.16,-0.34
38,"sleep",0.45,6.56,32.99,32.79,0.27,-0.16,0.51,0.36
35,"nosleep",0.33,14.53,30.98,29.87,64.21,0.78,76.94,-0.31
30,"nosleep",0.21,15.93,30.71,29.56,146.53,0.81,135.68,-0.24
35,"nosleep",0.36,15.73,31.83,30.74,23.22,0.82,23.44,-0.54
39,"nosleep",0.8,40.54,33.02,33.21,969.54,0.79,392.82,-0.6
37,"nosleep",0.21,11.92,29.73,28.77,15.69,0.75,20.19,-0.51
31,"nosleep",1.09,19.4,32.89,32,6.28,0.96,14.51,-0.28
35,"nosleep",0.2,18.44,28.95,26.9,52.18,1.01,31.59,-0.29
31,"nosleep",0.38,25.96,31.39,30.77,13.91,0.9,24.62,-0.42
24,"nosleep",0.17,16.94,27.3,26.67,28.52,0.73,38.19,-0.56
40,"sleep",0.13,2.27,34.15,33.25,2.69,-0.2,10.06,-0.23
31,"nosleep",0.3,20.99,31.79,30.88,111.96,0.87,196.09,-0.26
38,"nosleep",0.23,6.61,31.59,30.02,0.88,0.59,0.81,-0.44
38,"sleep",0.24,3.47,30.78,29.92,0.75,0.54,0.39,-0.48
38,"sleep",0.46,8.83,33.21,32.88,1.13,-0.68,0.33,0.77
37,"sleep",0.25,20.12,28.22,29.38,2.03,0.5,2.12,-0.76
32,"nosleep",0.12,8.4,30.73,29.59,2.91,0.51,4.37,-0.37
32,"sleep",0.23,13.66,33.04,31.96,1.9,0.63,1.61,-0.51
32,"sleep",0.1,2.22,33.99,33.36,0.77,-0.29,0.25,0.4
30,"sleep",0.4,4.54,29.95,28.83,0.94,-0.04,1.62,-0.85
31,"nosleep",0.61,21.96,31.96,30.29,14.07,0.87,21.23,-0.19
39,"sleep",0.16,5.89,33.02,32.66,1.87,0.24,4.28,0.23
35,"nosleep",0.28,10.04,30.95,29.43,8.26,1.1,10.32,-0.15
32,"sleep",0.16,20.8,31.7,30.98,2.23,-0.38,5.81,0.54
32,"nosleep",0.49,21.96,30.79,30.21,65.66,0.58,55.24,-0.72
32,"sleep",0.26,-1.06,34.31,33.72,0,0.13,0,-0.21
30,"sleep",0.26,6.52,30.71,28.85,0,0,0,-0.64
39,"sleep",0.17,1.21,33.89,33.08,2.2,-0.37,7.47,0.32
39,"sleep",0.23,-1.88,35.2,34.39,2.62,0.18,5.35,-0.86
24,"sleep",0.08,5.12,31.3,29.35,9.5,-0.16,0.43,-0.79
34,"nosleep",0.22,7.63,29.71,27.56,58.72,1.11,44.96,0.07
38,"sleep",1.04,-2.08,31.6,30.16,0.77,0.72,0.59,-0.32
34,"nosleep",0.15,22.73,28.94,27.69,33.54,0.96,24.73,-0.1
31,"sleep",0.59,-2.22,32.69,31.89,0,0.13,0,0.04
39,"nosleep",0.28,11.82,32.48,32.31,3.93,0.66,9.27,-0.63
32,"sleep",0.06,9.51,33.24,32.5,0.36,-0.35,0.82,1.01
38,"nosleep",0.28,-1.11,32.33,31.76,18.27,0.26,24.25,-0.17
39,"nosleep",0.51,47.54,28.65,28.19,994,0.78,373.66,-0.4
37,"sleep",0.73,10.38,31.29,32.17,0.65,0.04,0.55,-1.02
39,"nosleep",0.71,72.2,24.84,25.68,594.7,0.94,425.77,-0.32
32,"sleep",0.51,12.6,34.06,33.67,0.66,-0.2,0.83,-0.88
38,"sleep",0.36,5.94,31.76,31.59,0.22,-0.3,1.34,0.45
37,"sleep",0.45,6.08,31.51,32.73,0.48,0,0.34,-0.9
39,"nosleep",1.42,38.13,32.65,31.59,643.91,0.87,423.38,-0.48
32,"sleep",0.09,16.46,32.87,32.26,0.03,-0.23,0.02,0.71
30,"nosleep",0.28,16.65,30.19,29.07,3.08,-0.84,5.3,-0.11
31,"sleep",0.19,10.38,31.67,30.31,6.21,0.14,8.51,-0.59
43,"nosleep",5.97,55.64,29.23,28.47,489.05,0.81,169.09,0.26
38,"sleep",0,0,0,-273.15,11.5,0.35,14.31,-0.96
36,"sleep",0.42,7.24,28.16,28.61,0.32,0.11,0.72,-0.89
38,"sleep",0.34,8.69,32.04,32,0.23,-0.24,0.07,0.19
39,"nosleep",0.2,24.85,31.78,31.64,95.48,0.92,93.89,-0.13
30,"sleep",0.3,12.07,31.17,30.12,0.02,0.3,0.21,0.33
39,"sleep",0.19,3.33,34.46,33.3,4.45,-0.18,7.54,-0.91
38,"sleep",1.42,6.66,31.82,31.02,0.05,-0.48,0.38,1.21
31,"nosleep",0.28,17.81,31.67,30.39,12.61,0.88,25.54,-0.62
30,"nosleep",0.31,18.63,31.91,30.94,153.18,0.55,168.11,-0.52
42,"nosleep",0.04,4.25,29.84,28.2,52.81,0.98,38.48,-0.01
30,"sleep",0.4,6.66,31.53,31.19,1.45,-0.19,1.5,0.24
34,"nosleep",0.25,4.15,31.65,30.54,83.34,1.06,31.69,-0.15
37,"nosleep",0.43,20.75,28.87,30.53,28.71,0.84,27.67,-0.36
39,"sleep",0.19,6.71,33.51,33.95,5.69,-0.36,9.74,0.71
34,"nosleep",0.05,6.95,29.34,27.94,13.61,1.13,16.44,-0.19
35,"nosleep",0.31,12.31,31.19,30.48,3.94,0.82,6.48,-0.28
31,"nosleep",0.31,19.45,31.14,30.1,8.9,0.94,20.6,-0.39
38,"nosleep",0.38,49.37,28.66,27.18,1575.4,0.94,863.95,-0.36
39,"sleep",0.36,3.38,33.89,33.15,7.78,0.03,10.88,-0.86
30,"nosleep",0.36,9.51,32.22,31.38,3.91,-0.61,5.89,0.38
31,"nosleep",0.99,12.21,33.35,32.61,193.66,0.82,162.12,-0.13
31,"nosleep",0.34,25.1,31.87,30.66,8.22,0.93,12.3,-0.29
35,"nosleep",0.49,26.45,28.51,27.38,90.01,0.52,72.62,0.04
39,"nosleep",0.6,19.06,31.2,30.49,140.98,0.96,84.08,-0.17
39,"sleep",0.33,2.56,34.36,33.81,5.41,-0.17,8.24,-0.53
30,"sleep",0.36,7.14,30.88,29.75,0.02,0.74,0.04,-0.5
35,"nosleep",0.36,20.12,30.79,29.38,165.08,1,86.22,-0.29
37,"sleep",0.6,6.61,31.72,30.69,0.1,-0.07,0.19,-0.24
35,"nosleep",0.27,4.54,32.68,31.21,0.58,0.94,0.71,-0.17
34,"nosleep",0.2,23.74,28.79,27.35,1.49,1.13,0.82,-0.2
39,"nosleep",0.35,59.65,31.27,32.68,533.52,0.83,454.37,-0.43
35,"sleep",1.54,15.68,32.13,31.09,6.1,0.66,8.93,-0.76
39,"sleep",0.16,4.1,33,32.57,1.23,-0.25,7.6,0.01
35,"nosleep",0.26,15.2,31.17,30.26,4.68,0.69,12.41,-0.45
30,"sleep",0.52,5.07,32.65,32.7,4.06,-0.06,5.03,-0.65
37,"sleep",0.29,2.08,32.67,31.98,0.37,-0.26,1.13,0.56
37,"sleep",0.63,3.81,31.68,32.78,0.42,0.17,0.52,-0.6
32,"sleep",0.15,9.65,33.47,33.31,1.44,-0.23,1.1,0.36
39,"sleep",0.43,14.67,31.62,30.55,2.41,0.11,5.09,-1
38,"nosleep",0.57,25,27.37,26.24,74.24,0.32,101.6,-0.62
38,"sleep",0.42,4.92,31.57,30.82,0.14,0.55,0.87,-0.44
24,"nosleep",0.82,22.49,32.49,32.12,83.93,0.86,75.97,-0.4
30,"sleep",0.33,22.2,27.75,26.95,0,-0.77,0.04,0.68
37,"sleep",0.43,9.94,29.72,30.54,0.52,0.3,0.57,-0.55
34,"nosleep",0.15,12.4,28.7,27.72,87.05,1.08,63.28,-0.24
37,"sleep",0.64,8.35,28.98,29.84,0.2,0.06,1.3,-0.38
39,"sleep",0.28,3.38,33.09,31.17,2.59,-0.26,7.89,-0.55
30,"nosleep",0.32,22.25,29.57,28.17,9.96,-0.27,10.95,-0.76
29,"nosleep",0.47,7.38,28,26.06,58.78,0.97,71.53,-0.26
32,"sleep",0.65,7.38,32.1,31.2,1.08,-0.05,1.31,-0.42
30,"nosleep",0.24,71.57,24.92,23.76,455.05,1.02,369.38,-0.18
37,"sleep",0.59,3.47,31.17,32.34,0.51,-0.16,1.62,-0.81
39,"nosleep",0.21,7.91,32.48,32.44,11.65,0.43,14.73,-0.54
37,"sleep",0.64,5.74,28.76,30.09,1.6,0.02,0.72,-1.05
32,"nosleep",0.2,7.14,33.29,32.23,1.84,-0.02,2.77,-1.03
37,"sleep",0.29,16.31,30.63,30.87,8.61,-0.19,9.58,0.25
37,"sleep",0.28,1.64,33.07,31.87,0.18,-0.03,0.14,-0.34
39,"sleep",0.36,3.33,33.7,32.29,1.54,0.05,8.43,-0.22
36,"nosleep",0.53,10.57,31.46,32.62,73.41,0.95,85.48,-0.26
38,"nosleep",0.15,24.76,29.88,29.29,94.52,0.8,69.72,-0.37
38,"sleep",0.27,6.71,32.34,31.57,0.46,-0.17,0.85,-0.22
37,"sleep",0.68,14.53,30.09,31.38,11.59,0.13,15.2,-0.91
37,"sleep",0.25,5.26,28.21,28.88,0.28,-0.01,1.92,-1.05
37,"sleep",0.42,1.35,30.66,31.2,0.41,0.35,1.79,-0.87
37,"nosleep",0.56,12.07,31.97,33.44,30.33,0.69,39.81,-0.54
36,"sleep",0.52,12.36,29.13,29.97,1.47,0.54,0.72,-0.83
32,"sleep",0.22,19.26,32.61,31.42,1.84,0.41,2.54,-0.9
32,"sleep",0.42,4.15,32.75,31.76,1.21,0.07,1.23,-0.92
39,"nosleep",1.44,38.7,30.53,29.18,787.87,0.79,473.68,-0.56
37,"nosleep",0.24,24.08,29.25,28.22,42.43,0.69,31.51,-0.45
39,"nosleep",1.71,63.32,30.84,31.29,917.97,0.84,370.63,-0.48
37,"nosleep",0.34,5.6,30.46,31.6,18.68,0.2,25.53,-0.7
39,"sleep",0.09,8.98,32.92,31.57,3.59,-0.09,9.28,-0.85
34,"nosleep",0.18,22.15,32.08,30.55,18.5,0.94,26.33,-0.05
39,"nosleep",0.46,84.02,25.73,26.62,1905.5,0.84,880.13,-0.5
39,"nosleep",0.35,51.06,31.35,31.9,496.43,0.76,343.85,-0.57
32,"nosleep",0.15,18,30.4,29.39,8.63,0.43,15.96,-0.7
30,"sleep",0.44,5.55,31.14,29.95,0.06,-0.17,0,-0.69
30,"nosleep",0.15,11.73,30.27,29.02,2.23,0.84,2.21,-0.39
38,"sleep",0.22,0.39,33.5,32.79,0,-0.3,0.35,0.72
30,"sleep",0.75,8.06,31.96,29.84,0,0,0,-0.98
36,"sleep",0.73,11.82,31.66,32.45,0.32,0.4,0.82,-0.91
39,"sleep",0.12,7.14,33.7,32.7,15.79,0.05,21.9,-0.71
36,"sleep",0.45,23.6,29.8,31.51,0.93,-0.63,0.54,0.8
35,"nosleep",0.29,1.25,32.66,31.01,1.2,0.95,3.15,-0.21
37,"sleep",0.37,5.45,30.06,31.31,0.95,0.17,2.22,-0.95
32,"nosleep",0.06,20.75,32.04,31.22,9.99,0.78,14.83,-0.58
39,"sleep",0.17,2.36,33.98,33.78,3.32,-0.24,9.93,-0.1
34,"nosleep",0.38,10.04,31.73,30.7,6.72,0.17,7.58,-0.19
34,"nosleep",0.22,7.96,31.02,29.92,75.63,0.81,31.12,-0.07
39,"sleep",0.28,1.35,33.07,32.5,3.45,-0.28,4.75,0.25
30,"sleep",0.36,21.72,30.58,29.35,0,-0.22,0,0.41
38,"sleep",0.38,18.58,29.64,29.51,0.22,-0.38,0.79,0.53
39,"nosleep",0.21,35.23,30.14,29.09,554.11,0.84,358.43,-0.38
30,"sleep",0.27,1.21,32.19,31.27,4.61,-0.08,4.4,-0.06
35,"nosleep",0.37,20.51,31.29,30.05,11.83,0.78,14.22,-0.65
30,"sleep",1.81,10.81,29.69,28.48,0.25,0.33,0.02,-0.02
31,"sleep",0.08,15.88,30.6,29.59,0.32,0.47,0.73,-0.43
34,"nosleep",1.75,9.6,32.08,31.38,48.97,0.91,46.22,-0.49
39,"nosleep",0.24,82.77,26,27.68,1240.9,0.87,655.23,-0.47
31,"sleep",0.24,7.53,30.48,29.34,8.5,0.13,7.12,1.03
38,"sleep",0.18,2.56,32.46,31.35,0,-0.06,0.87,-0.2
38,"nosleep",0.43,11.49,32.06,31.48,4.34,-0.03,2.66,-0.76
31,"nosleep",0.46,22.83,30.28,29.76,18.52,0.87,50.53,-0.6
34,"nosleep",0.1,12.02,30.07,28.84,531.78,1.1,286.57,-0.19
31,"sleep",0.22,10.47,31.79,30.99,1.86,0.56,2.13,-0.17
29,"nosleep",0.43,-1.83,29.63,27.47,115.59,0.69,98.61,-0.16
39,"sleep",0.67,-1.79,34.76,34.44,5.03,0.08,4.05,-0.63
38,"sleep",0.26,-2.17,32.87,32.1,0.19,-0.22,0.78,0.23
39,"sleep",0.49,10.38,32.48,29.88,3.16,0.09,7.38,-0.73
36,"sleep",0.52,2.27,30.38,31.4,4.77,-0.12,14.13,-0.9
31,"nosleep",0.39,26.54,31.8,30.74,5.59,0.99,6.44,0.01
30,"sleep",0.28,1.64,31.67,30.39,0,-0.13,0,-0.98
37,"sleep",0.45,3.52,29.36,29.56,0.36,0,0.28,-0.61
30,"nosleep",0.36,12.36,31.93,31.09,1.68,-0.15,2.73,-0.32
24,"nosleep",0.15,30.55,26.9,26.29,76.91,0.9,108.81,-0.16
30,"sleep",0.53,-0.34,32.78,31.96,0,0.13,0,-0.53
38,"sleep",0.26,14.86,31.56,30.82,0.37,-0.72,0.34,0.68
35,"nosleep",0.45,14.14,31.49,30.33,37.23,0.96,35.99,-0.48
24,"sleep",0.07,7.24,30.71,29.12,3.79,-0.12,5.08,-0.81
39,"sleep",0.51,5.84,33.24,32.91,2.79,0.34,4.45,0
36,"sleep",0.82,2.8,31.17,32.5,0.17,0.18,1.69,-0.75
36,"nosleep",0.63,13.8,31.36,33.03,75.51,0.49,69.37,-0.83
32,"sleep",0.12,16.84,30.41,29.77,1.87,-0.14,2.95,0.99
34,"nosleep",0.1,24.23,27.57,25.72,73.46,0.88,68.42,-0.24
39,"nosleep",0.93,53.23,29.37,29.2,783.45,0.83,466.57,-0.56
