"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
43,"ntv",8.49,30.94,30.94,29.78,57.25,0.82,33.68,0.29
36,"ntv",0.52,4.2,30.89,32.02,1.97,-0.16,4.77,-0.98
31,"ntv",0.38,16.26,30.27,29.04,146.77,0.87,162.33,-0.25
34,"ntv",2.48,20.41,30.88,30,96.19,1.08,85.95,-0.24
37,"ntv",0.62,4.49,28.3,29.45,0.22,-0.01,1.9,-1.05
37,"wtv",0.29,11.44,30.47,29.17,1.44,0.36,3.99,-0.73
31,"ntv",0.32,14.14,32.18,31.2,71.1,0.24,47.53,-0.43
38,"ntv",0.26,11.58,31.03,29.69,114.16,0.73,217.79,-0.49
34,"ntv",13.28,17.04,30.51,30.26,28.85,4.17,31.92,-0.59
35,"ntv",0.43,15.64,31.59,30.39,52.71,0.97,58.72,-0.35
35,"wtv",0.49,10.28,31.58,30.52,46.43,0.95,61.7,-0.5
34,"wtv",0.53,9.89,31.92,31,9.75,1,9.62,-0.4
38,"wtv",0.26,10.47,32.65,31.69,2.51,0.81,2.26,-0.31
31,"ntv",0.07,19.93,30.03,29.28,0.64,-0.06,0.6,-0.55
32,"ntv",0.19,9.94,31.56,30.78,2.34,0.56,3.34,-0.24
35,"wtv",0.5,9.46,31.65,30.56,3.96,0.95,3.82,-0.48
37,"ntv",0.26,6.23,28.29,29.16,0.13,-0.07,0.25,-0.65
24,"ntv",0.06,8.25,28.92,27.5,1.22,0.17,6.82,-0.38
25,"wtv",0.93,5.74,32.77,31.67,0,-0.04,0.02,-0.76
39,"ntv",0.28,11,32.62,32.46,11.24,0.68,12.86,-0.58
38,"wtv",0.31,7.14,31.77,30.27,0.55,0.95,1.89,0.02
39,"ntv",0.49,6.18,33.23,32.78,3.27,0.34,4.59,0.04
38,"ntv",0.17,9.46,30.62,29.22,3.53,0.88,2.33,-0.37
34,"wtv",0.43,13.51,31.78,30.85,26,0.99,19.82,-0.45
37,"wtv",0.39,14.48,30.82,32.47,6.11,-0.85,9.5,0.36
35,"wtv",0.43,16.07,31,29.5,81.75,0.51,71.98,-0.67
38,"ntv",0.2,10.28,31.79,31.07,20.47,0.28,29.05,-0.69
35,"wtv",0.28,11.78,30.96,29.65,0.46,0.39,0.48,0.25
34,"ntv",3.2,13.9,31.95,31.16,36.67,0.94,31.38,-0.35
37,"ntv",0.52,10.04,29.23,29.86,0.88,0.17,0.3,-0.6
35,"ntv",0.36,9.31,30.46,29.08,52.43,0.89,36.29,-0.22
43,"ntv",0.13,-5.45,15.15,15.47,0,-0.01,0,0.3
37,"wtv",0.3,12.6,28.82,30.13,46.02,0.78,38.71,-0.54
38,"wtv",0.69,14.19,32.14,31.44,4.43,-0.09,7.46,0.24
31,"ntv",0.2,7.77,31.84,30.93,0.66,0.55,0.91,-0.32
37,"ntv",0.36,13.32,30.74,31.33,0.97,0.45,0.61,-0.72
31,"wtv",0.51,23.74,32.99,32.02,0.02,-0.24,0.04,-0.33
32,"wtv",0.1,0.92,32.67,31.5,1.94,0.56,5.61,-0.12
35,"wtv",0.19,23.5,28.59,26.83,33.1,-0.27,24.79,-0.08
31,"wtv",0.46,21.33,31.14,30.17,18.64,0.58,27.78,-0.53
37,"wtv",0.27,9.41,31.54,30.54,0.09,0.43,0.45,-0.52
37,"wtv",0.29,11.97,30.47,29.18,2.94,0.39,5.57,-0.73
37,"wtv",0.37,12.74,30.72,32.37,11.08,-0.79,9.58,0.68
30,"wtv",0.18,14.62,29.5,28.13,1.27,0.66,0.59,-0.53
34,"wtv",0.39,14.04,31.8,30.93,21.46,0.81,24.62,-0.62
39,"ntv",0.2,4.78,32.67,31.61,5.02,-0.4,8.58,0.32
34,"wtv",0.38,10.42,32.06,30.87,0.09,0.33,2.2,-0.83
31,"ntv",0.64,19.21,32.17,31.39,29.33,0.83,46.72,-0.36
31,"ntv",0.42,4.73,32.99,32.23,0,0.35,0.13,-0.84
37,"ntv",0.53,13.85,29.86,31.34,104.31,0.7,97.1,-0.63
30,"ntv",0.32,15.73,29.99,29.17,30.14,0.74,38.48,-0.46
36,"ntv",0.42,5.69,29.23,29.25,2.8,0.45,3.48,-0.85
31,"wtv",0.77,15.11,32.9,31.4,12.54,0.81,13.87,-0.54
38,"wtv",0.33,8.2,32.21,31.13,0.67,0.85,0.44,-0.17
31,"wtv",0.19,23.7,32.46,31.85,0.07,-0.43,0.07,0.76
39,"ntv",0.17,1.69,35.02,34.73,4.1,-0.33,5.65,0.27
38,"wtv",0.49,9.75,32.63,31.72,0.46,0.32,0.85,-0.19
30,"ntv",0.31,2.03,31.32,30.05,0,-0.07,0,-0.59
35,"wtv",0.26,12.69,31.02,29.61,4.76,1.02,5.63,-0.24
31,"ntv",0.34,13.56,31.92,31.13,0,0.12,0.04,0.79
32,"ntv",2.69,27.32,34.69,33.52,116.86,0.9,130.19,-0.27
34,"wtv",0.47,2.9,32.4,31.02,26.6,0.99,23.91,-0.38
31,"wtv",0.32,19.26,32.34,31.22,0.51,0.4,0.57,-0.44
39,"ntv",0.37,18,31.29,30.67,6.8,-0.05,11.59,-0.68
34,"ntv",3.48,21.14,29.99,29.26,138.11,4.41,91.66,-0.2
37,"wtv",0.39,16.7,29.18,30.26,103.89,0.74,116.2,-0.48
37,"wtv",0.38,13.85,30.44,31.73,27.33,0.85,29.27,-0.24
36,"ntv",0.4,15.35,28.68,29.82,3.11,0.33,5.85,-0.73
30,"ntv",0.27,1.54,32.15,31.19,0,-0.04,0,-0.08
37,"ntv",0.53,7.72,31.51,33.25,19.22,0.68,27.01,-0.74
32,"ntv",0.13,13.03,32.46,31.69,0.7,-0.03,2.13,-0.63
38,"ntv",0.25,-1.01,33.28,32.58,0.05,-0.13,0.66,0.29
31,"ntv",0.3,14.43,30.82,29.65,15.49,0.75,29.77,-0.63
38,"ntv",0.24,8.11,31.36,30.32,0.34,0.56,0.63,-0.81
34,"ntv",0.12,1.98,30.15,28.48,0.97,0.07,2.17,-0.35
34,"wtv",0.49,15.25,31.83,30.91,52.29,1.05,44.74,-0.3
35,"ntv",0.48,7.67,32.01,30.67,25.5,0.76,26.53,-0.44
35,"wtv",0.43,19.93,30.8,29.3,2.39,0.85,7.19,-0.55
31,"ntv",0.33,21.33,29.81,28.72,18.82,0.74,32.48,-0.81
39,"ntv",0.2,6.08,33.31,32.29,10.86,0.01,16.17,-0.75
24,"ntv",0.15,19.79,26.92,25.81,59.54,0.45,77.19,-0.71
24,"wtv",0.19,4.39,33.5,33.01,1.08,0.48,1.11,-0.6
34,"wtv",0.29,18.05,30.49,29.35,0.11,0.61,1.06,-0.71
38,"wtv",0.68,13.47,32.16,31.41,0.4,0.83,0.47,-0.15
34,"wtv",0.32,13.71,31.75,30.74,5.93,0.98,3.28,-0.37
38,"wtv",0.47,12.69,32.36,31.43,6.63,0.81,3.6,-0.05
32,"wtv",0.09,7.38,31.64,30.59,5.5,0.8,4.26,-0.3
37,"wtv",0.36,11.1,29.23,31.03,41.38,0.27,53.71,-0.94
35,"wtv",0.28,11.92,31.12,29.78,4.97,1.03,6.58,0.07
34,"wtv",0.23,28.14,28.95,28.32,0.43,-0.86,0.52,0.38
31,"wtv",0.47,12.21,31.26,30.28,5.08,-0.16,3.46,-1.26
37,"ntv",0.26,6.66,29.26,30.38,0.95,0.09,0.33,-1.02
32,"ntv",0.11,16.12,31.77,30.68,11.55,0.76,18.91,-0.55
32,"ntv",0.21,16.22,31.91,32.12,6.37,-0.8,14.63,-0.27
38,"wtv",0.3,10.96,30.65,29.67,48.54,0.4,62.69,-0.61
37,"wtv",0.38,13.18,30.76,32.17,33.94,0.6,51.61,-0.18
37,"wtv",0.27,9.56,31.59,30.47,0.6,0.92,1.08,-0.03
32,"ntv",0.16,7.72,33.59,32.43,0.88,0.09,1.09,-0.81
36,"wtv",0.81,11.49,29.78,31.33,27.23,0.56,48.03,-0.7
24,"ntv",0.18,4.2,33.38,33.23,0.98,-0.04,9.19,-0.15
37,"wtv",0.26,11.97,32.09,31.06,14.79,0.82,16.73,-0.19
32,"ntv",0.1,-2.65,34.36,33.57,0.45,-0.34,0.61,0.88
38,"ntv",0.25,9.46,30.94,29.94,12.86,0.78,17.55,-0.56
31,"wtv",0.72,18.24,32.76,31.15,16.5,0.82,17.73,-0.53
34,"ntv",1.29,14.91,30.27,29.12,2.74,0.48,2.59,-0.69
36,"wtv",0.81,11.2,29.78,31.31,15.57,0.55,30.71,-0.7
31,"wtv",0.76,19.06,31.68,30.16,2.77,0.82,3.6,-0.23
39,"ntv",0.51,9.17,32.79,31.92,85.09,0.93,37.12,0.1
34,"ntv",0.19,20.95,32.13,30.58,21.14,1.01,16.7,0.01
31,"ntv",0.34,17.81,31.98,31.24,10.16,0.68,19.06,-0.52
31,"wtv",0.06,20.7,32.7,32.29,0.69,-0.49,0.09,0.75
30,"wtv",0.31,13.51,30.76,29.93,35.34,0.64,58.53,-0.7
31,"wtv",0.59,14.72,31.5,30.84,6.62,-0.32,5.68,-0.89
34,"wtv",0.43,8.69,30.68,29.24,4.67,1.07,0.79,-0.24
37,"wtv",0.3,11.97,28.8,30.13,31.44,0.98,70.61,-0.18
31,"wtv",0.59,19.35,31.24,30.97,29.51,0.79,59.59,-0.72
35,"wtv",0.43,6.61,31.19,29.43,3.64,1.02,5.54,-0.33
30,"ntv",0.2,8.16,31.22,29.84,15.8,0.29,17.38,-0.49
34,"wtv",0.42,11.97,31.94,30.87,8.97,0.62,7.56,-0.58
35,"wtv",0.28,6.23,31.34,29.79,3.47,1.09,3.36,-0.19
37,"ntv",0.36,14.72,30.19,31.12,1.33,0.24,0.73,-0.66
37,"ntv",0.54,8.3,31.65,32.49,23.58,0.93,26.08,-0.29
39,"ntv",0.72,3.09,34.39,34.33,1.06,-0.45,6.18,0.95
37,"ntv",0.54,16.55,29.39,30.33,0.32,-0.06,1.79,-0.51
38,"wtv",0.26,10.81,31.44,30.34,48.72,0.67,43.9,-0.33
38,"ntv",0.34,9.02,30.76,29.58,0.15,-0.34,1.24,0.59
38,"wtv",0.54,12.93,32.99,32.1,10.85,0.77,23.31,-0.43
35,"wtv",0.38,21.43,30.76,29.1,6.77,0.01,12.29,-0.78
43,"wtv",5.95,22.34,32.12,31.04,0.98,0.5,0.42,0.57
25,"wtv",0.96,4.25,33.3,32.3,1.13,0.12,1.13,-0.7
38,"wtv",0.59,19.79,31.61,31.09,35.55,0.82,49.62,-0.36
39,"ntv",0.36,10.62,34.44,34.87,33.05,0.19,78.14,-0.94
31,"wtv",0.28,32.58,32.56,31.72,5.27,-0.67,6.21,0.55
39,"ntv",0.12,1.45,33.93,33.53,2.75,-0.2,3.04,-0.02
32,"ntv",0.18,16.7,32.1,31.19,6.42,-0.13,8.72,-0.63
38,"ntv",1.15,1.93,32.96,32.04,0.12,0.15,0.3,0.13
37,"wtv",0.24,8.98,32.06,30.54,3,0.28,5.23,-0.11
31,"ntv",0.6,5.6,30.65,30.15,3.08,0.06,4.7,-1.27
34,"wtv",0.18,15.93,30.9,30.07,39.15,0.52,44.95,-0.25
35,"wtv",0.29,16.89,30.02,28.12,11.84,1.13,15.7,-0.05
34,"ntv",0.24,4.01,31.51,30.31,5.94,1.07,4.51,-0.18
32,"ntv",0.23,-1.35,32.35,31.72,1.1,-0.32,0.85,0.95
37,"ntv",0.2,3.04,32.87,31.85,0.21,-0.12,0.47,-0.01
32,"wtv",0.07,13.32,32.49,31.48,1.77,-0.95,3.8,0.06
32,"ntv",0.27,-0.58,32.7,31.81,0.21,-0.3,0.03,-0.86
34,"wtv",0.17,15.88,31.53,30.65,13.46,0.6,11.85,-0.69
24,"wtv",0.07,5.65,32.37,31.39,0.77,0.54,0.28,-0.73
38,"ntv",0.38,5.69,32.06,31.26,1.16,-0.1,0.25,-0.5
31,"ntv",1.35,21.81,32.58,31.83,24.36,0.88,32.96,-0.34
34,"wtv",0.2,15.35,31.61,30.44,50.69,0.75,54.51,-0.26
37,"ntv",0.28,22.54,28.77,31.02,0.36,-0.47,2.16,0.79
35,"wtv",0.29,7.96,30.86,29.17,3.85,0.92,3.4,0.35
39,"ntv",0.28,2.61,34.29,34.31,2.45,-0.31,6.89,0.19
31,"ntv",0.29,17.71,31.91,30.65,18.99,0.95,43.83,-0.42
31,"wtv",0.04,20.37,32.77,32.38,0.1,-0.49,0.12,0.75
38,"wtv",0.25,10.76,30.99,29.56,0.63,0.72,1.06,0.46
31,"wtv",0.35,25,31.97,30.81,19.15,0.86,21.51,-0.4
34,"ntv",3.11,-0.77,33.01,33.79,126.89,1.1,56.48,-0.09
39,"ntv",0.67,55.5,29.26,30.6,793.16,0.87,460.57,-0.39
37,"wtv",0.39,9.6,29.41,31.09,2.55,-0.49,2.78,-0.62
31,"wtv",1.34,14.82,32.03,30.44,43.86,0.76,71.53,-0.55
38,"ntv",0.17,1.59,30.12,28.77,0.3,-0.06,9.56,-0.64
38,"wtv",0.26,3.43,31.91,30.09,0.31,0.52,1.17,0.57
30,"ntv",0.68,11.39,29.32,28.65,0,0.07,0,0.97
34,"wtv",0.24,7.63,32.01,30.84,81.75,0.9,77,-0.3
38,"wtv",0.34,13.32,31.49,30.18,0.22,0.85,1.23,-0.05
35,"wtv",0.27,-0.19,31.17,29.26,3.32,1.08,2.1,0.21
36,"ntv",0.46,13.71,27.65,29.09,45.57,0.2,54.87,-0.92
34,"wtv",0.24,5.74,32.25,31.16,0.08,0.37,0.24,-0.86
37,"ntv",0.51,6.85,29.95,31.34,0.95,-0.18,2.76,-0.97
34,"ntv",0.27,15.54,30.04,28.39,51.03,0.97,25.64,-0.09
24,"wtv",0.18,5.55,33.53,33.06,3.75,0.41,3.65,-0.65
34,"ntv",3.05,53.04,29.3,28.59,312.72,0.98,230.86,-0.28
24,"ntv",0.2,20.51,27.59,27.05,143.23,0.62,132.27,-0.35
30,"ntv",0.28,2.17,31.68,30.31,0,-0.19,0.04,-0.96
38,"wtv",0.31,10.14,31.76,30.27,0.62,0.19,0.75,-0.55
31,"ntv",0.28,16.51,30.92,29.73,147.15,0.72,225.07,-0.41
43,"wtv",5.91,17.47,32.64,31.74,0.05,0.5,0.02,0.58
37,"wtv",0.28,10.09,31.52,30.56,6.79,0.51,11.48,-0.63
37,"wtv",0.39,4.39,31.02,32.04,0.41,0.29,9.51,-0.68
37,"ntv",0.33,11.78,27.3,27.39,1.65,0.32,1.02,-0.97
35,"wtv",0.43,17.04,30.49,28.91,31.13,0.97,34,-0.33
43,"wtv",5.7,13.27,33.34,32.62,0,0.5,0,0.57
37,"ntv",0.53,9.46,28.92,29.63,1.86,0.2,0.42,-0.9
35,"wtv",0.29,21.09,30.38,28.93,5.84,1.15,8.56,-0.08
37,"ntv",0.33,4.25,32.16,31.82,0.14,0,0.07,-0.05
38,"wtv",0.06,8.69,30.89,29.65,4.22,0.93,4.1,-0.19
35,"wtv",0.27,11.97,30.63,29.19,1.76,1.1,2.82,-0.03
37,"ntv",0.55,3.43,30.39,31.75,0.4,-0.01,0.62,-0.55
38,"ntv",0.34,6.8,31.16,29.63,0.02,0,0.26,-0.01
34,"ntv",0.04,26.01,29.33,28.3,50.01,0.59,57.3,-0.75
39,"ntv",0.25,6.08,32.92,31.99,66.75,0.85,69.75,-0.09
34,"wtv",0.39,10.18,31.44,30.07,16.3,0.92,13.01,-0.38
37,"ntv",0.36,14.09,30.34,31.27,23.9,-0.06,41.26,-0.71
37,"wtv",0.44,9.12,31.04,32.12,9.91,0.84,10.36,-0.24
34,"wtv",0.24,14.43,30.24,29.19,8.36,0.91,8.75,-0.49
34,"wtv",0.52,23.7,31.05,30.07,3.13,0.55,2.42,-0.69
38,"wtv",0.39,10.57,30.71,29.53,0.61,0.9,1.07,-0.34
37,"ntv",0.63,31.37,27.31,29.04,3.24,0.24,3.62,-0.05
39,"ntv",0.23,3.91,33.17,32.24,1.58,0.11,4.37,-1
30,"ntv",0.5,16.51,29.37,28.52,17.57,0.92,24.23,-0.35
39,"ntv",0.31,52.8,31.02,32.44,963.62,0.78,469.75,-0.53
31,"ntv",0.13,23.31,32.24,30.98,9.1,0.97,18.51,-0.25
35,"wtv",0.43,21.38,30.9,29.08,4.42,0.81,4.52,0.25
35,"wtv",0.27,9.36,31.15,29.65,2.51,0.88,3.2,0.13
37,"wtv",0.24,11.15,31.96,30.51,0.88,0.95,0.47,-0.13
32,"ntv",0.19,5.74,31.73,30.74,1.76,0.63,1.36,-0.48
36,"ntv",0.5,3.72,29.83,31.09,0.22,0.01,0.45,-0.42
35,"wtv",0.29,11,30.9,29.46,19.06,1.11,12.26,-0.2
39,"ntv",0.91,2.75,34.22,33.62,4.13,-0.33,9.58,-0.41
34,"ntv",0.48,10.23,30.31,29.15,526.09,1.13,209,-0.15
34,"ntv",0.2,6.52,30.38,28.51,38.43,1.02,11.1,-0.21
37,"ntv",0.56,3.38,32.26,31.19,15.77,-0.06,21.01,-0.26
30,"ntv",1.05,14.38,30.76,29.95,0.33,-0.52,0.08,0.53
31,"ntv",1.94,34.7,29.4,28.97,2.92,0.55,8.88,-0.1
39,"ntv",0.59,8.4,33.94,32.4,1.5,0.05,4.42,-1
37,"ntv",0.58,8.16,32.38,34.1,28.54,0.95,30.64,-0.2
34,"wtv",0.33,11.49,31.34,30.2,35.17,1.11,33.82,-0.2
32,"ntv",0.14,16.75,30.26,29.61,35.26,0.58,35.41,-0.54
37,"wtv",0.3,15.25,28.58,30.33,12.02,0.75,54.72,-0.57
38,"wtv",0.29,12.21,30.47,29.56,0.32,0.89,0.51,-0.2
32,"ntv",0.28,-2.36,33.27,32.51,0.12,-0.25,0.17,-0.73
34,"ntv",0.35,16.89,30.51,29.52,55.88,1.06,61.92,-0.29
24,"ntv",0.07,21.19,29.3,30.09,2.52,-0.75,0.36,0.7
36,"wtv",0.81,11.58,29.77,31.33,7.22,0.63,11.95,-0.67
30,"wtv",0.18,18.48,29.5,28.21,7.69,0.68,10.49,-0.6
39,"ntv",0.39,5.94,33.51,33.68,5.49,-0.17,8,1.01
39,"ntv",0.21,0.58,34.72,34.48,6.77,-0.35,3.85,0.55
24,"wtv",0.2,5.65,33.09,32.63,23.15,0.61,22.6,-0.62
30,"wtv",0.32,13.27,30.81,29.97,11.23,0.57,19.34,-0.78
30,"ntv",0.54,8.93,29.99,28.8,0,0.04,0,-0.88
32,"ntv",0.08,9.85,31.82,31.7,0.91,-0.17,0.98,0.94
31,"ntv",0.24,11.63,30.23,29.6,3.29,0.82,9.76,0.09
39,"ntv",0.46,1.88,34.44,34.37,0.93,-0.32,6.03,0.32
39,"ntv",0.49,11.53,32.77,32.24,2,0.12,7.71,-0.8
36,"ntv",0.41,0.39,29.96,30.85,1.37,0.13,0.28,-0.97
34,"ntv",1.55,14.33,33.42,32.46,4.13,0.92,3.84,-0.1
30,"wtv",0.3,15.2,30.71,29.82,8.65,0.75,15.99,-0.63
24,"ntv",0.05,13.13,30.13,29.71,0.59,-0.17,2.59,-1.03
37,"wtv",0.34,15.06,30,31.51,1.12,-0.64,2.26,0.86
35,"wtv",0.43,23.17,30.8,29.32,1.41,0.76,2.7,-0.68
35,"ntv",0.3,11.63,31.54,29.92,14.73,0.72,16.97,-0.1
38,"ntv",1.15,6.85,31.3,30.05,0.45,0.37,0.51,0.31
32,"ntv",0.46,1.74,33.83,33.39,0.81,-0.09,0.72,-0.25
38,"wtv",0.3,11.73,30.48,29.6,9.84,0.66,15.01,-0.53
37,"wtv",0.39,10.18,30.77,31.97,21.08,-0.23,65.22,-0.9
30,"wtv",0.3,11.44,30.86,29.9,12.78,0.75,23.82,-0.62
36,"wtv",0.83,11.44,29.75,31.27,17.23,0.36,36.15,-0.86
24,"wtv",0.17,4.87,33.33,32.97,2.04,0.91,6.34,-0.15
38,"ntv",0.33,3.28,31.21,29.67,0.32,0.34,0.8,-0.71
34,"wtv",0.26,18.24,30.93,30.05,56.59,0.85,54.9,-0.37
34,"wtv",0.3,19.16,30.86,30.09,54.26,0.91,37.43,-0.29
34,"wtv",1.47,7.24,32.75,32.22,21.63,0.53,13.37,-0.79
38,"wtv",0.62,6.03,32.65,31.74,0.21,0.9,0.68,0.06
34,"wtv",0.24,14.38,31.8,30.84,15.56,0.8,10.68,-0.47
35,"wtv",0.03,11.58,30.8,29.39,19.3,0.89,14.27,-0.37
37,"wtv",0.25,11.82,30.6,29.44,14.87,0.8,11.88,-0.11
39,"ntv",0.28,10.09,32.5,31.22,92.21,0.88,45.27,-0.33
37,"ntv",0.74,19.84,28.85,30.26,0.94,0.13,0.26,-0.91
30,"wtv",0.28,14.91,30.29,29.05,21.78,-0.1,34.52,-0.61
38,"ntv",0.49,12.45,32.14,31.44,0.14,0.17,0.66,-0.29
39,"ntv",0.43,25.58,33.21,33.83,1.42,-0.25,9.22,0.62
31,"ntv",1.57,21.86,31.44,30.53,4.76,0.01,7.62,-0.34
38,"wtv",0.43,12.64,32.09,31.54,0.38,0.79,0.96,-0.33
31,"wtv",0.45,24.18,30.85,30.28,7.12,0.72,23.78,-0.89
31,"ntv",0.17,3.38,32.15,31.04,4.02,-0.38,9.15,-0.05
34,"ntv",0.43,21.86,29.73,28.01,3.92,1.11,4.05,-0.15
35,"wtv",0.22,21.28,29.16,27.27,13.74,0.44,13.62,-0.06
25,"wtv",0.86,10.04,32.14,30.97,0.06,0.23,0,-0.6
35,"wtv",0.28,12.16,30.98,29.65,1.48,1.11,3.54,-0.17
38,"ntv",0.23,11.82,30.63,29.83,0.04,0.5,0.48,-0.12
43,"wtv",5.76,14.91,32.98,32.17,0,0.5,0,0.57
39,"ntv",0.16,6.47,33.72,32.89,2.25,0.16,7.05,-0.98
35,"wtv",0.43,10.91,31.83,30.59,23.22,1.09,19.37,-0.27
30,"wtv",0.18,17.95,29.54,28.28,0.94,0.73,1.12,-0.55
31,"wtv",0.59,21.57,30.82,30.49,29.34,0.86,44.27,-0.68
39,"ntv",0.47,25.05,31.3,30.48,272.64,0.97,187.07,-0.16
36,"wtv",0.7,13.32,29.83,31.36,39.8,0.12,74.13,-0.94
35,"wtv",0.34,21.91,30.75,29.08,2.6,0.86,5.09,-0.61
34,"ntv",2.89,10.28,31.47,30.41,1.72,-0.01,2.79,-0.14
39,"ntv",0.15,0.63,34.97,34.6,2.26,-0.2,7.89,0.13
24,"wtv",0.05,5.65,32.29,31.43,6.8,-1.01,7.65,0.02
37,"wtv",0.33,14.29,28.53,30,180.85,0.91,137.45,-0.31
39,"ntv",0.35,22.78,28.81,27.98,136.62,0.91,212.56,0.08
30,"ntv",0.31,10.14,31.22,30.14,4.62,-0.17,6.31,-0.09
39,"ntv",0.28,11.63,32.4,31.22,79.11,0.87,45.03,-0.39
32,"wtv",0.09,10.28,32.6,31.48,4.07,0.61,6.53,-0.39
30,"wtv",0.33,20.95,29.9,28.87,0.89,0.94,0.91,-0.3
29,"ntv",0.54,8.4,28.38,26.55,0.12,0.52,0.09,-0.87
36,"ntv",0.58,8.25,32.04,33.59,88.73,0.63,110.87,-0.48
34,"wtv",0.37,12.64,32.02,30.87,5.95,0.5,10.76,-0.74
31,"ntv",0.47,6.52,31.39,30.37,0,-0.17,0,0.74
24,"wtv",0.07,8.78,32.22,31.38,3.39,-0.44,4.36,-0.17
35,"wtv",0.45,21.67,31.07,29.59,14.83,0.67,23.66,0.07
34,"wtv",0.24,8.01,30.88,29.32,11.64,1.08,9.49,-0.31
37,"wtv",0.28,11.58,30.43,29.15,0,0.33,0.14,-0.43
38,"ntv",0.27,0.77,33.01,32.58,0.09,-0.23,0.31,-0.62
38,"wtv",0.29,9.02,32.29,31.61,0.23,-0.27,0.4,-0.14
38,"wtv",0.4,13.9,32.16,31.46,0.68,0.01,0.22,0.54
38,"wtv",0.26,12.11,32.77,31.82,16.52,0.85,15.95,-0.19
31,"wtv",0.69,16.89,31.48,30.14,0.63,0.83,1.66,-0.23
34,"wtv",0.16,10.23,30.98,30.24,2,0.64,5.04,-0.05
35,"wtv",0.43,2.61,32.66,31.67,12.42,-0.81,14.2,0.52
35,"ntv",0.34,17.04,30.9,29.28,1.59,1.12,1.53,-0.22
36,"wtv",0.71,14.58,29.49,30.91,33.66,0.58,40.96,-0.59
34,"wtv",0.2,8.3,31.92,30.74,15.83,0.67,16.23,-0.55
36,"ntv",0.8,19.98,28.53,30.17,80.81,0.94,58.95,-0.32
32,"ntv",0.3,-2.32,34.05,33.89,0,-0.25,0.08,-0.73
34,"wtv",0.22,19.16,30.16,29.02,44.57,0.46,55.67,-0.74
34,"wtv",0.4,9.85,31.42,30.43,25.5,0.86,22.24,-0.05
34,"wtv",0.74,5.69,32.21,31.16,61.65,0.72,47.7,-0.19
38,"wtv",0.44,6.23,32.01,30.8,6.94,0.69,9.18,-0.22
38,"wtv",0.54,7.58,32.65,31.72,6.69,0.47,7.32,-0.06
30,"ntv",0.5,5.02,32.62,32.32,1.82,-0.05,2.87,-0.54
39,"ntv",0.08,8.16,32.38,30.89,10.59,0.01,7.36,-0.85
34,"ntv",0.24,12.45,31.17,29.99,2.29,0.85,4.94,-0.28
34,"wtv",0.37,9.41,32.09,30.87,0.37,0.31,0.75,-0.87
38,"wtv",0.33,9.12,31.72,30.2,4.83,0.84,8.87,-0.31
30,"ntv",0.5,16.17,29.27,28.54,25.65,0.8,74.7,-0.52
35,"wtv",0.29,16.26,30.06,28.1,11.79,1.15,15.06,-0.08
31,"ntv",0.28,13.71,30.88,30.24,14.88,0.78,34.42,-0.66
43,"wtv",5.65,12.64,33.48,32.81,0,0.5,0,0.57
34,"wtv",0.35,10.47,31.92,30.82,6.16,0.78,5.02,-0.58
31,"wtv",0.45,24.42,30.82,30.24,9.29,0.73,23.02,-0.89
36,"ntv",0.64,16.31,29.24,30.08,1.96,0.27,0.39,-0.9
39,"ntv",0.17,1.79,33.99,33.51,1.98,-0.15,4.64,-0.22
37,"wtv",0.25,12.69,31.57,30.23,6.18,0.89,5.24,-0.12
32,"ntv",0.2,5.79,32.29,31.61,0.55,-0.16,1.41,-0.04
34,"ntv",0.15,28.28,28.97,27.26,122.6,0.8,155.99,-0.41
37,"wtv",0.29,11.87,30.47,29.17,0.05,0.4,0.59,-0.83
34,"ntv",0.19,13.61,29.59,28.03,40.19,1.13,15.7,-0.14
39,"ntv",0.56,8.06,33.41,32.74,3.27,-0.45,2.71,0.91
35,"ntv",0.43,16.07,31.44,30.37,60.25,0.9,53.29,-0.47
34,"wtv",0.35,15.15,31.97,30.99,4.96,0.86,8.34,-0.54
24,"wtv",0.15,6.27,33.21,32.65,2.74,-0.18,2.56,-0.9
39,"ntv",0.22,-1.06,34.46,33.19,2.4,0.24,6.39,0.19
24,"ntv",0.19,2.12,34.39,33.83,1.34,0.12,2.12,-0.17
34,"wtv",0.29,16.79,30.51,29.35,0.96,0.58,1.31,-0.67
31,"wtv",0.35,25.1,31.93,30.76,12.36,0.89,13.28,-0.35
38,"wtv",0.59,13.47,32.33,31.39,8.53,-0.36,9.27,-0.07
36,"ntv",0.85,18.34,31.8,32.95,8.19,0.76,9.2,-0.5
31,"ntv",0.11,37.79,30.15,28.91,100.62,0.83,85,-0.52
36,"ntv",0.47,6.8,29.75,30.62,0.9,0.01,1.02,-0.21
39,"ntv",0.16,0.63,34.9,34.52,1.36,-0.19,5.49,0.13
31,"wtv",0.32,23.12,32.41,31.39,216.21,0.83,210.71,-0.11
32,"ntv",0.13,15.97,31.24,30.32,3.37,-0.99,9.64,0.06
38,"ntv",0.12,1.01,32.78,31.63,1.26,-0.1,0.63,-0.14
31,"wtv",0.28,28.57,33.04,31.98,0.04,-0.71,0.04,0.54
37,"wtv",0.38,6.37,31.26,32.47,2.04,0.6,3.79,-0.54
32,"ntv",0.31,7.53,32.03,31.26,1.59,-0.05,1.1,0.01
